,word,syll,foot,segment,quantity,stressed,ictus,duration,f1,f2,song,performer,euclid
606,penki!,ki!,1,i,2,0,x,0.1801284575092268,487.1376417208244,2333.464553632551,18,MH,708.062637744624
607,"Perenaine,",pe,0,e,1,0,ictus,0.2859933815868487,754.2603753212034,1681.5071065514692,18,MH,4.41209525196379
608,"Perenaine,",re,1,ɛ,1,0,x,0.2022806358841222,714.9774613947133,2090.485150333814,18,MH,413.44875775924413
609,"linnukene,",lin,0,i,2,1,ictus,0.1774004800863622,394.4931374629914,2218.5889181447137,18,MH,650.412127766859
610,"linnukene,",nu,1,u,2,0,x,0.1006122293592,661.4232737994224,1051.8051522900162,18,MH,634.8834213367168
611,tagant,ta,0,a,1,0,ictus,0.2130611915841882,1147.5589113983478,1400.6036951636304,18,MH,478.9192719570486
612,tagant,gant,1,ɑ,3,1,x,0.1273958004828301,1135.1042069394418,1541.787516866734,18,MH,401.3205789784019
613,laudjas,laud,0,au,2,1,ictus,0.229878220071356,939.9265314344332,1508.3503819343496,18,MH,249.57999676568363
614,laudjas,jas,1,a,2,0,x,0.0611564531399011,840.9468005949884,1590.206995288888,18,MH,121.66928686169044
615,"tasane,",ta,0,a,1,1,ictus,0.2239115300444893,1068.8411014508392,1838.772150517554,18,MH,349.300817048062
616,"tasane,",sa,1,ɑ,1,0,x,0.2101312966260167,1058.1637965627883,1883.4938626991727,18,MH,362.978704275138
617,puhu,pu,0,u,1,1,ictus,0.2140475859896611,684.1174154863252,1093.9365815544018,18,MH,590.0056497519826
618,puhu,hu,1,ʊ,1,0,x,0.1943836376766086,362.3791970427988,1010.4610149313486,18,MH,777.1132142317133
619,tuli,tu,0,u,1,1,ictus,0.268786042771751,564.2277581695523,1071.3864353413894,18,MH,638.0607795430858
620,tuli,li,1,ɪ,1,0,x,0.1887291620748215,366.16165229999626,1668.5985123184166,18,MH,392.0582980990263
621,"tubadesse,",tu,0,u,1,1,ictus,0.2209523468280423,454.7786949294454,977.9330685844852,18,MH,764.1255306703434
622,"tubadesse,",ba,1,ɑ,1,0,x,0.1864285426361647,1034.3291626310297,1384.1308899290957,18,MH,404.2708602110199
623,lõõtsu,lõõt,0,ɵɵ,2,1,ictus,0.219680900342297,695.5960635742324,1596.6734662224262,18,MH,103.57985540815203
624,lõõtsu,su,1,u,1,0,x,0.1629521323713021,514.6159059603714,1159.040142961109,18,MH,574.3957328588642
625,lõke,lõ,0,ɵ,2,1,ictus,0.1371088223620518,916.9754683653132,1779.5063897401474,18,MH,187.86487512519395
626,lõke,ke,1,e,1,0,x,0.1670923165453217,775.2119528098707,2272.8164514832383,18,MH,593.77515481614
627,"põrmandulle,",põr,0,ɵ,2,1,ictus,0.1537573473507052,714.6967723854573,1739.83604829421,18,MH,74.4821115372764
628,"põrmandulle,",man,1,a,2,0,x,0.1451906317460611,1084.9684127693088,1858.936263691715,18,MH,373.0054935494999
629,võta,võ,0,ɵ,2,1,ictus,0.1386841922413992,673.2242957381679,1424.7094466361386,18,MH,268.34694381131106
630,võta,ta,1,a,1,0,x,0.1701593481978989,954.3579562184711,1622.0866621468222,18,MH,204.4489911185513
631,pirdu,pir,0,i,2,1,ictus,0.1395619837468587,667.8548474942266,1828.5012248382973,18,MH,174.36718591225826
632,pirdu,du,1,u,1,0,x,0.1813665356826703,535.8103185223506,1151.7596963015842,18,MH,572.4404239629017
633,"pistussesta,",pis,0,i,2,1,ictus,0.1524719633695781,437.2864701501436,2044.36724261146,18,MH,485.990865769001
634,"pistussesta,",tus,1,u,2,0,x,0.1371525457951747,512.6997113960813,1175.6201555078185,18,MH,560.2594035662294
635,võta,võ,0,ɵ,2,1,ictus,0.1371088223620375,751.9110051343646,1593.661809836702,18,MH,85.84837422356442
636,võta,ta,1,a,1,0,x,0.2045753039536464,1150.3000655480962,1248.4172237782582,18,MH,582.658858454485
637,halgu,hal,0,a,2,1,ictus,0.1251743057228367,978.0557613445616,1548.0313593518815,18,MH,256.1647452128059
638,halgu,gu,1,u,1,0,x,0.1634105721839915,590.089307516647,861.3932072506278,18,MH,834.9682031186661
639,ahju,ah,0,a,2,1,ictus,0.1808807750767869,986.6864301682816,1170.3193688213194,18,MH,557.9545742953735
640,ahju,ju,1,u,1,0,x,0.1299197770044458,652.3922862426195,1048.329627264559,18,MH,639.7483663786776
641,päälta!,pääl,0,ææ,3,1,ictus,0.1787415813424075,1065.267673498534,1729.4561469416744,18,MH,311.2629406953734
